,word,2021,企業名_x,2022,企業名_y
0,持続可能,119,"['伊藤忠エネクス株式会社', 'ニッポン高度紙工業株式会社', '阪急阪神ホールディングス株式会社', '株式会社リクルートホールディングス', '京阪ホールディングス株式会社', '住友商事株式会社', '株式会社レノバ', '日東電工株式会社', 'ヤマトホールディングス株式会社', '株式会社バンダイナムコホールディングス', '第一三共株式会社', '日本郵政株式会社', '株式会社ＩＤホールディングス', '三信電気株式会社', '株式会社アイシン', '株式会社メンバーズ', '株式会社デンソー', '株式会社ニチレイ', '東レ株式会社', '第一生命ホールディングス株式会社', '株式会社野村総合研究所', '株式会社日立製作所', '武蔵精密工業株式会社', 'ソフトバンクグループ株式会社', '積水化学工業株式会社', 'ＴＤＫ株式会社', '株式会社ＬＩＸＩＬ', '株式会社日立物流', '日本製鉄株式会社', '横河電機株式会社', '塩野義製薬株式会社', '東武鉄道株式会社', 'テルモ株式会社', '三井倉庫ホールディングス株式会社', '株式会社ヨコオ', '株式会社みずほ銀行', '株式会社アドバンテスト', '綜合警備保障株式会社', '株式会社みずほフィナンシャルグループ', '株式会社Ｊ－オイルミルズ', '株式会社ＩＨＩ', '三菱マテリアル株式会社', '野村不動産ホールディングス株式会社', '北陸瓦斯株式会社', '株式会社商工組合中央金庫', '株式会社雪国まいたけ', '株式会社新生銀行', 'ユアサ商事株式会社', 'マルハニチロ株式会社', '東洋紡株式会社', '富士電機株式会社', 'アルプスアルパイン株式会社', 'ブライトパス・バイオ株式会社', '株式会社北洋銀行', '株式会社三越伊勢丹ホールディングス', '曙ブレーキ工業株式会社', '株式会社\u3000トプコン', '株式会社ＪＶＣケンウッド', '三井化学株式会社', 'いすゞ自動車株式会社', 'ヤマハ株式会社', 'ＴＯＴＯ株式会社', 'エア・ウォーター株式会社', '野村ホールディングス株式会社', '株式会社ＪＣＵ', '株式会社あおぞら銀行', '株式会社マンダム', '日本ハム株式会社', '北陸電気工業株式会社', 'タキロンシーアイ株式会社', '株式会社日清製粉グループ本社', '日本水産株式会社', '株式会社エフピコ', '昭和リース株式会社', 'ハウス食品グループ本社株式会社', '日清食品ホールディングス株式会社', '関西電力株式会社', '株式会社ダイフク', '英和株式会社', '飯田グループホールディングス株式会社', 'テイ・エス\u3000テック株式会社', '富士通株式会社', 'グローリー株式会社', '株式会社ウッドワン', '丸大食品株式会社', '株式会社ダイセル', '株式会社ノザワ', '西日本鉄道株式会社', '日本タングステン株式会社', '株式会社\u3000ジーエス・ユアサ\u3000コーポレーション', '王子ホールディングス株式会社', '古河機械金属株式会社', 'スターゼン株式会社', '三井金属鉱業株式会社', '株式会社ふくおかフィナンシャルグループ', '株式会社福岡銀行', '大日精化工業株式会社', 'トーヨーカネツ株式会社', '株式会社東京きらぼしフィナンシャルグループ', '株式会社村田製作所', '株式会社ツムラ', 'オルガノ株式会社', '株式会社三井住友銀行', '大日本印刷株式会社', '株式会社三井住友フィナンシャルグループ', '森永製菓株式会社', '明治ホールディングス株式会社', '株式会社ユナイテッドアローズ', '神奈川中央交通株式会社', 'コニカミノルタ株式会社', '松尾電機株式会社', '昭和化学工業株式会社', '株式会社ＪＥＲＡ', '株式会社東北新社', '日本板硝子株式会社', 'オイレス工業株式会社', '株式会社なとり', '日本精線株式会社', '日新商事株式会社']",189,"['株式会社スクロール', '阪急阪神ホールディングス株式会社', 'デクセリアルズ株式会社', '株式会社レノバ', 'ヤマトホールディングス株式会社', '株式会社エヌ・ティ・ティ・データ', 'サトーホールディングス株式会社', '日本郵政株式会社', '株式会社ＩＤホールディングス', '株式会社アイシン', '株式会社ゼンリン', 'コニカミノルタ株式会社', '株式会社商船三井', '京阪ホールディングス株式会社', 'ＡＮＡホールディングス株式会社', 'ライフネット生命保険株式会社', 'オリンパス株式会社', '第一生命ホールディングス株式会社', '伊藤忠エネクス株式会社', '株式会社野村総合研究所', '株式会社デンソー', '積水化学工業株式会社', '株式会社リクルートホールディングス', '株式会社ＬＩＸＩＬ', '株式会社今仙電機製作所', '株式会社三井住友銀行', '株式会社アドバンテスト', '帝人株式会社', '株式会社クレディセゾン', '横河電機株式会社', '株式会社三井住友フィナンシャルグループ', '株式会社東京きらぼしフィナンシャルグループ', '株式会社サンゲツ', '株式会社みずほフィナンシャルグループ', '株式会社みずほ銀行', 'カルビー株式会社', 'ヤマハ株式会社', 'アルプスアルパイン株式会社', 'ブライトパス・バイオ株式会社', '南海電気鉄道株式会社', '日本製鉄株式会社', '東レ株式会社', '三井倉庫ホールディングス株式会社', '武蔵精密工業株式会社', '株式会社ＳＵＢＡＲＵ', '北陸瓦斯株式会社', '株式会社新生銀行', 'イーグル工業株式会社', 'ニッポン高度紙工業株式会社', '株式会社商工組合中央金庫', '東武鉄道株式会社', '株式会社ダイセル', '味の素株式会社', '住友ベークライト株式会社', '株式会社シダー', '株式会社ＩＨＩ', 'テイ・エス\u3000テック株式会社', '株式会社ニチレイ', '伊藤忠食品株式会社', '丸紅株式会社', 'エクシオグループ株式会社', '西日本旅客鉄道株式会社', '住友商事株式会社', '株式会社第四北越フィナンシャルグループ', '成田国際空港株式会社', 'ＴＤＫ株式会社', '高砂香料工業株式会社', '野村不動産ホールディングス株式会社', '第一工業製薬株式会社', '株式会社タクマ', '株式会社ＪＶＣケンウッド', '三井化学株式会社', '株式会社日立物流', '綜合警備保障株式会社', 'オムロン株式会社', 'ＴＯＴＯ株式会社', '鴻池運輸株式会社', '野村ホールディングス株式会社', '昭和リース株式会社', '三井住友信託銀行株式会社', '三井住友トラスト・ホールディングス株式会社', '株式会社東邦システムサイエンス', '塩野義製薬株式会社', '京阪神ビルディング株式会社', '株式会社エフピコ', '東洋紡株式会社', 'ユアサ商事株式会社', '株式会社ＪＥＲＡ', '日清オイリオグループ株式会社', 'パナソニックホールディングス株式会社', '富士通株式会社', 'ワタミ株式会社', '第一三共株式会社', 'ステラケミファ株式会社', '株式会社Ｊ－オイルミルズ', '曙ブレーキ工業株式会社', '飯田グループホールディングス株式会社', '株式会社アミューズ', '株式会社雪国まいたけ', '株式会社リケン', 'グローリー株式会社', '日本ハム株式会社', '株式会社マンダム', '丸大食品株式会社', '株式会社ウッドワン', '阿波製紙株式会社', '株式会社ＫＡＤＯＫＡＷＡ', 'グンゼ株式会社', '中越パルプ工業株式会社', '株式会社カチタス', '三菱食品株式会社', '富士電機株式会社', 'ＮＳユナイテッド海運株式会社', 'エア・ウォーター株式会社', '株式会社フジ・メディア・ホールディングス', '株式会社王将フードサービス', '株式会社ミクニ', '三菱マテリアル株式会社', 'いすゞ自動車株式会社', '株式会社\u3000トプコン', 'グローム・ホールディングス株式会社', 'ハウス食品グループ本社株式会社', '株式会社北洋銀行', 'トーヨーカネツ株式会社', '株式会社\u3000りそなホールディングス', '株式会社ユナイテッドアローズ', '株式会社りそな銀行', 'タキロンシーアイ株式会社', 'マルハニチロ株式会社', '株式会社ヨコオ', '日本水産株式会社', '日清食品ホールディングス株式会社', '日本精工株式会社', '日新製糖株式会社', '株式会社日清製粉グループ本社', '株式会社住友倉庫', '株式会社\u3000ジーエス・ユアサ\u3000コーポレーション', '英和株式会社', '株式会社ノザワ', '凸版印刷株式会社', 'オルガノ株式会社', '株式会社オリエンタルランド', '西華産業株式会社', 'ＹＫＫ株式会社', '神奈川中央交通株式会社', '倉敷紡績株式会社', '三菱電機株式会社', '森永製菓株式会社', '大日精化工業株式会社', 'テクノホライゾン株式会社', 'イー・ギャランティ株式会社', '武田薬品工業株式会社', '三井金属鉱業株式会社', '大日本印刷株式会社', '西日本鉄道株式会社', 'ナイス株式会社', '日本タングステン株式会社', '株式会社村田製作所', '株式会社福岡銀行', '株式会社サトー商会', 'リバーエレテック株式会社', '株式会社山善', '株式会社オカムラ', '株式会社ＪＣＵ', '三信電気株式会社', '極東開発工業株式会社', 'セントケア・ホールディング株式会社', '明治ホールディングス株式会社', '日本ゼオン株式会社', 'ロンシール工業株式会社', '株式会社ふくおかフィナンシャルグループ', '大成建設株式会社', '関西電力株式会社', '東鉄工業株式会社', '北陸電気工業株式会社', '昭和化学工業株式会社', 'レオン自動機株式会社', '株式会社なとり', '日本板硝子株式会社', 'スターゼン株式会社', 'モルガン・スタンレーＭＵＦＧ証券株式会社', 'フジテック株式会社', '日東工業株式会社', '日本精線株式会社', '株式会社ＴＢＫ', '日新商事株式会社', 'ファナック株式会社', '東京インキ株式会社', '東京地下鉄株式会社']"
1,サステナ,83,"['伊藤忠エネクス株式会社', '東京エレクトロン株式会社', '阪急阪神ホールディングス株式会社', '日東電工株式会社', '双日株式会社', '伊藤忠商事株式会社', '株式会社ユニリタ', 'ヤマトホールディングス株式会社', '株式会社バンダイナムコホールディングス', '株式会社ＩＤホールディングス', '株式会社アイシン', '東レ株式会社', '株式会社野村総合研究所', '株式会社西武ホールディングス', '株式会社日立製作所', 'ソフトバンクグループ株式会社', 'ＳＣＳＫ株式会社', '美津濃株式会社', '積水化学工業株式会社', '兼松株式会社', '株式会社\u3000神戸製鋼所', '不二製油グループ本社株式会社', '平和不動産株式会社', '丸紅株式会社', 'コマニー株式会社', '菱電商事株式会社', '綜合警備保障株式会社', '日本リーテック株式会社', '株式会社Ｊ－オイルミルズ', '三菱マテリアル株式会社', '野村不動産ホールディングス株式会社', 'コスモエネルギーホールディングス株式会社', '株式会社\u3000シャルレ', '豊田通商株式会社', 'ニチバン株式会社', '三菱商事株式会社', 'ＳＯＭＰＯホールディングス株式会社', '東急不動産ホールディングス株式会社', '株式会社\u3000丸井グループ', 'ヤマハ株式会社', 'ジェイ\u3000エフ\u3000イー\u3000ホールディングス株式会社', 'オムロン株式会社', '東急建設株式会社', '株式会社あおぞら銀行', 'ＴＩＳ株式会社', '日本ハム株式会社', 'アイカ工業株式会社', '損害保険ジャパン株式会社', '日本水産株式会社', '株式会社ＳＣＲＥＥＮホールディングス', '日清食品ホールディングス株式会社', '九州電力株式会社', '関西電力株式会社', '株式会社ダイフク', '飯田グループホールディングス株式会社', '株式会社フージャースホールディングス', 'ＮＳユナイテッド海運株式会社', '株式会社シード', '東洋エンジニアリング株式会社', '富士通株式会社', '丸大食品株式会社', '大成建設株式会社', '株式会社ファンケル', '住友大阪セメント株式会社', '凸版印刷株式会社', 'スターゼン株式会社', '武田薬品工業株式会社', '三井金属鉱業株式会社', '株式会社ツムラ', '株式会社王将フードサービス', '三菱地所株式会社', 'オルガノ株式会社', '株式会社三井住友銀行', '株式会社三井住友フィナンシャルグループ', 'アルファグループ株式会社', '森永製菓株式会社', '明治ホールディングス株式会社', '株式会社オカムラ', '日本通運株式会社', '株式会社ジェイエスピー', '株式会社リボミック', '住友不動産株式会社', '日本精線株式会社']",242,"['株式会社スクロール', '株式会社滋賀銀行', '株式会社日本取引所グループ', '亀田製菓株式会社', 'さくらインターネット株式会社', '阪急阪神ホールディングス株式会社', 'リケンテクノス株式会社', '双日株式会社', 'ヤマトホールディングス株式会社', '株式会社エヌ・ティ・ティ・データ', '株式会社中国銀行', '株式会社かんぽ生命保険', '太平洋工業株式会社', '株式会社ゆうちょ銀行', '日本郵政株式会社', '株式会社ＩＤホールディングス', '株式会社アイシン', 'コニカミノルタ株式会社', '東京エレクトロン株式会社', '株式会社商船三井', 'ソースネクスト株式会社', '不二製油グループ本社株式会社', 'ライフネット生命保険株式会社', 'エレマテック株式会社', '長瀬産業株式会社', 'ブラザー工業株式会社', '伊藤忠エネクス株式会社', '株式会社野村総合研究所', '日立金属株式会社', '株式会社ヤマタネ', '三井物産株式会社', '積水化学工業株式会社', '株式会社ＬＩＸＩＬ', '日本瓦斯株式会社', '日本瓦斯株式会社', '株式会社\u3000神戸製鋼所', '株式会社三井住友銀行', '株式会社アドバンテスト', '株式会社日本トリム', '株式会社クレディセゾン', '横河電機株式会社', '株式会社三井住友フィナンシャルグループ', '株式会社東京きらぼしフィナンシャルグループ', '東都水産株式会社', '株式会社サンゲツ', '株式会社西武ホールディングス', 'デンカ株式会社', 'ジャフコ\u3000グループ株式会社', '美津濃株式会社', 'ＳＣＳＫ株式会社', 'ヤマハ株式会社', 'コスモエネルギーホールディングス株式会社', '株式会社明電舎', '菱電商事株式会社', '南海電気鉄道株式会社', '東レ株式会社', '第一稀元素化学工業株式会社', '平和不動産株式会社', 'トヨタ自動車株式会社', 'セガサミーホールディングス株式会社', 'ネットワンシステムズ株式会社', '丸三証券株式会社', '株式会社新生銀行', 'イーグル工業株式会社', '株式会社あおぞら銀行', '日進工具株式会社', 'フジ住宅株式会社', 'キムラユニティー株式会社', '味の素株式会社', '住友ベークライト株式会社', '株式会社\u3000シャルレ', 'ＫＹＢ株式会社', '株式会社ＩＨＩ', '株式会社\u3000群馬銀行', '新明和工業株式会社', '株式会社ニチレイ', '日本リーテック株式会社', '丸紅株式会社', 'ソフトバンク株式会社', '株式会社第四北越フィナンシャルグループ', '兼松株式会社', '伊藤忠商事株式会社', 'ソフトバンクグループ株式会社', '成田国際空港株式会社', 'あいおいニッセイ同和損害保険株式会社', 'アネスト岩田株式会社', '高砂香料工業株式会社', '野村不動産ホールディングス株式会社', 'サワイグループホールディングス株式会社', '三菱商事株式会社', '日本化学工業株式会社', '株式会社ユニリタ', 'サンケン電気株式会社', 'ＤＯＷＡホールディングス株式会社', 'フォスター電機株式会社', 'オムロン株式会社', '鴻池運輸株式会社', '川崎重工業株式会社', '三和ホールディングス株式会社', 'ヨネックス株式会社', '三井住友信託銀行株式会社', '三井住友トラスト・ホールディングス株式会社', '株式会社トーメンデバイス', '京阪神ビルディング株式会社', 'ユニプレス株式会社', '株式会社シモジマ', '東洋紡株式会社', '損害保険ジャパン株式会社', '豊田通商株式会社', '三菱製鋼株式会社', '伊藤ハム米久ホールディングス株式会社', 'コマニー株式会社', 'ＳＯＭＰＯホールディングス株式会社', '日清オイリオグループ株式会社', 'ニッタ株式会社', '三井住友海上火災保険株式会社', '大平洋金属株式会社', '富士通株式会社', '日本電信電話株式会社', 'ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社', '株式会社丸和運輸機関', '株式会社ひろぎんホールディングス', 'ステラケミファ株式会社', '株式会社Ｊ－オイルミルズ', '株式会社シード', '曙ブレーキ工業株式会社', '飯田グループホールディングス株式会社', '株式会社三越伊勢丹ホールディングス', '株式会社雪国まいたけ', '株式会社ダイフク', '株式会社リケン', '大建工業株式会社', '日本ハム株式会社', '丸大食品株式会社', 'ＴＩＳ株式会社', 'アイカ工業株式会社', '株式会社ウッドワン', '株式会社ファンケル', 'ニッコー株式会社', '日本紙パルプ商事株式会社', 'グンゼ株式会社', '上新電機株式会社', '株式会社ラウンドワン', '東急建設株式会社', 'ケンコーマヨネーズ株式会社', '飯野海運株式会社', 'ニチバン株式会社', '株式会社フコク', 'ＮＳユナイテッド海運株式会社', '株式会社フジ・メディア・ホールディングス', '株式会社王将フードサービス', '株式会社ミクニ', '三菱マテリアル株式会社', '東北電力株式会社', '日本冶金工業株式会社', 'いすゞ自動車株式会社', '株式会社マツキヨココカラ＆カンパニー', '株式会社ディーエムエス', '西部ガスホールディングス株式会社', '大栄不動産株式会社', '株式会社\u3000りそなホールディングス', 'ロート製薬株式会社', '株式会社ユナイテッドアローズ', '株式会社りそな銀行', '株式会社\u3000日本エム・ディ・エム', 'アルフレッサホールディングス株式会社', '東急不動産ホールディングス株式会社', '日本水産株式会社', 'トレイダーズホールディングス株式会社', '日清食品ホールディングス株式会社', '日本精工株式会社', '株式会社琉球銀行', 'リゾートトラスト株式会社', '日新製糖株式会社', '雪印メグミルク株式会社', '株式会社リボミック', '三菱地所株式会社', '三井不動産株式会社', '凸版印刷株式会社', 'オルガノ株式会社', '株式会社オリエンタルランド', 'ＹＫＫ株式会社', '株式会社ツムラ', '養命酒製造株式会社', '株式会社テレビ朝日ホールディングス', 'ＢＩＰＲＯＧＹ株式会社', '森永製菓株式会社', '大日精化工業株式会社', '国際紙パルプ商事株式会社', '株式会社トリドールホールディングス', '三井金属鉱業株式会社', '株式会社オリジン', '株式会社三栄コーポレーション', '菊水電子工業株式会社', '九州電力株式会社', '三愛オブリ株式会社', '日本ケミコン株式会社', 'タカラバイオ株式会社', '椿本興業株式会社', '株式会社トマト銀行', '株式会社\u3000富山第一銀行', '株式会社チノー', '株式会社島精機製作所', '株式会社オカムラ', '極東開発工業株式会社', 'セントケア・ホールディング株式会社', '大崎電気工業株式会社', '株式会社ベネフィット・ワン', '株式会社\u3000島津製作所', '明治ホールディングス株式会社', 'ニチコン株式会社', '宝ホールディングス株式会社', 'ヱスビー食品株式会社', '大成建設株式会社', '石原産業株式会社', '澁澤倉庫株式会社', '株式会社ワコールホールディングス', 'アルファグループ株式会社', 'テイカ株式会社', '関西電力株式会社', '株式会社ジェイエスピー', '東鉄工業株式会社', 'ライト工業株式会社', '株式会社椿本チエイン', 'ダイコク電機株式会社', '株式会社京都銀行', 'スターゼン株式会社', 'フジテック株式会社', '株式会社芝浦電子', '日東工業株式会社', '日本精線株式会社', 'ＳＲＳホールディングス株式会社', '株式会社ＴＢＫ', '川田テクノロジーズ株式会社', '日本アンテナ株式会社', '住友不動産株式会社', 'エバラ食品工業株式会社', 'ホッカンホールディングス株式会社', '東京インキ株式会社', '日産自動車株式会社', '東京地下鉄株式会社', '東洋エンジニアリング株式会社']"
2,ESG,43,"['株式会社アイ・アールジャパンホールディングス', '日東電工株式会社', 'エーザイ株式会社', '日本郵船株式会社', 'スパークス・グループ株式会社', '株式会社かんぽ生命保険', '太平洋工業株式会社', '株式会社メンバーズ', 'ソフトバンクグループ株式会社', '積水化学工業株式会社', '日本電産株式会社', '三和ホールディングス株式会社', '塩野義製薬株式会社', 'パウダーテック株式会社', '不二製油グループ本社株式会社', '三井倉庫ホールディングス株式会社', '日本瓦斯株式会社', '日本瓦斯株式会社', '古河電気工業株式会社', '株式会社新生銀行', '株式会社ＳＵＢＡＲＵ', 'ニチバン株式会社', '富士電機株式会社', '株式会社リミックスポイント', '三井化学株式会社', '株式会社きんでん', 'ヤマハ株式会社', '野村ホールディングス株式会社', 'オムロン株式会社', '株式会社リコー', 'ブルドックソース株式会社', 'ヒビノ株式会社', '株式会社あおぞら銀行', '日本水産株式会社', 'テイ・エス\u3000テック株式会社', '三井不動産株式会社', '三井金属鉱業株式会社', '大日精化工業株式会社', '株式会社住友倉庫', '株式会社ワコールホールディングス', '富士フイルムホールディングス株式会社', '長野計器株式会社', 'ファナック株式会社']",76,"['株式会社日本取引所グループ', 'タツタ電線株式会社', 'エーザイ株式会社', '日東電工株式会社', '株式会社エヌ・ティ・ティ・データ', '株式会社かんぽ生命保険', '日本電産株式会社', '不二製油グループ本社株式会社', '積水化学工業株式会社', '日本瓦斯株式会社', '日本瓦斯株式会社', '日本航空株式会社', '株式会社アドバンテスト', 'パーソルホールディングス株式会社', '株式会社サンゲツ', 'デンカ株式会社', '日本郵船株式会社', 'ヤマハ株式会社', '株式会社ミツバ', '第一稀元素化学工業株式会社', '三井倉庫ホールディングス株式会社', '株式会社ＳＵＢＡＲＵ', '株式会社あおぞら銀行', 'ヒビノ株式会社', '株式会社ＩＨＩ', 'テイ・エス\u3000テック株式会社', '株式会社\u3000群馬銀行', '株式会社ニチレイ', '株式会社日本製鋼所', '伊藤忠商事株式会社', 'ソフトバンクグループ株式会社', 'スパークス・グループ株式会社', '鴻池運輸株式会社', '野村ホールディングス株式会社', '塩野義製薬株式会社', '損害保険ジャパン株式会社', 'パウダーテック株式会社', 'ＳＯＭＰＯホールディングス株式会社', '株式会社アイ・アールジャパンホールディングス', '株式会社三越伊勢丹ホールディングス', '株式会社きんでん', '株式会社ダイフク', '株式会社リコー', '富士電機株式会社', '株式会社リミックスポイント', 'ニチバン株式会社', 'トーヨーカネツ株式会社', '株式会社\u3000日本エム・ディ・エム', '日本水産株式会社', 'トレイダーズホールディングス株式会社', '株式会社住友倉庫', '三井不動産株式会社', '東急株式会社', '凸版印刷株式会社', '大和ハウス工業株式会社', 'ＢＩＰＲＯＧＹ株式会社', '大日精化工業株式会社', '株式会社トリドールホールディングス', '三井金属鉱業株式会社', '株式会社三栄コーポレーション', 'ウシオ電機株式会社', '大和証券株式会社', '株式会社大和証券グループ本社', '株式会社新日本科学', 'ホシデン株式会社', 'オリックス株式会社', '三菱倉庫株式会社', '株式会社関電工', '株式会社ワコールホールディングス', '富士フイルムホールディングス株式会社', 'オイレス工業株式会社', '長野計器株式会社', 'ＳＲＳホールディングス株式会社', '白銅株式会社', 'ファナック株式会社', '東京インキ株式会社']"
3,SDGs,32,"['阪急阪神ホールディングス株式会社', '伊藤忠商事株式会社', '第一三共株式会社', '株式会社アイシン', '株式会社日立製作所', '株式会社ＬＩＸＩＬ', '株式会社日立物流', '日本製鉄株式会社', '横河電機株式会社', '日本電産株式会社', '塩野義製薬株式会社', '三井倉庫ホールディングス株式会社', '高砂香料工業株式会社', '株式会社ヨコオ', 'コマニー株式会社', 'ＫＤＤＩ株式会社', '西日本旅客鉄道株式会社', 'ニチバン株式会社', '曙ブレーキ工業株式会社', '三井化学株式会社', '株式会社きんでん', 'サンケン電気株式会社', '株式会社\u3000りそなホールディングス', '株式会社りそな銀行', '株式会社あおぞら銀行', 'タキロンシーアイ株式会社', '日本水産株式会社', 'グローリー株式会社', '大王製紙株式会社', '大同メタル工業株式会社', 'コニカミノルタ株式会社', '株式会社なとり']",55,"['阪急阪神ホールディングス株式会社', '株式会社エヌ・ティ・ティ・データ', '株式会社中国銀行', '日本電産株式会社', '株式会社アイシン', 'コニカミノルタ株式会社', '株式会社ＬＩＸＩＬ', '株式会社日本トリム', '横河電機株式会社', '株式会社サンゲツ', '日本製鉄株式会社', '三井倉庫ホールディングス株式会社', '株式会社あおぞら銀行', '味の素株式会社', '株式会社\u3000群馬銀行', '西日本旅客鉄道株式会社', '株式会社日本製鋼所', '株式会社メニコン', '高砂香料工業株式会社', 'サンケン電気株式会社', '株式会社日立物流', 'オムロン株式会社', '株式会社日新', '塩野義製薬株式会社', 'コマニー株式会社', 'ブルドックソース株式会社', 'ワタミ株式会社', '第一三共株式会社', '曙ブレーキ工業株式会社', '株式会社三越伊勢丹ホールディングス', '株式会社きんでん', 'グローリー株式会社', 'ニチバン株式会社', 'ＮＳユナイテッド海運株式会社', '東京製綱株式会社', 'トーヨーカネツ株式会社', '株式会社\u3000りそなホールディングス', '株式会社りそな銀行', 'タキロンシーアイ株式会社', '株式会社ヨコオ', '日本水産株式会社', '株式会社テクノメディカ', '大王製紙株式会社', '大日精化工業株式会社', '株式会社三栄コーポレーション', '大同メタル工業株式会社', '株式会社チノー', '株式会社新日本科学', 'ホシデン株式会社', '極東開発工業株式会社', '三菱倉庫株式会社', '宝ホールディングス株式会社', '株式会社ＴＢＳホールディングス', '株式会社なとり', '石光商事株式会社']"
4,ダイバーシティ,61,"['亀田製菓株式会社', '東京エレクトロン株式会社', '日東電工株式会社', 'デクセリアルズ株式会社', '伊藤忠テクノソリューションズ株式会社', '株式会社中国銀行', '日本郵政株式会社', '株式会社ヤオコー', 'コネクシオ株式会社', 'ＳＣＳＫ株式会社', '株式会社ＬＩＸＩＬ', '兼松株式会社', '株式会社日立物流', 'フォスター電機株式会社', 'システムズ・デザイン株式会社', '不二製油グループ本社株式会社', '大同特殊鋼株式会社', '日本瓦斯株式会社', '日本瓦斯株式会社', '株式会社Ｊ－オイルミルズ', '株式会社明電舎', 'マルハニチロ株式会社', '株式会社フジミインコーポレーテッド', 'パンチ工業株式会社', 'クリエイト株式会社', '群栄化学工業株式会社', '株式会社ＪＶＣケンウッド', '株式会社リミックスポイント', '京セラ株式会社', 'ヤマハ株式会社', '株式会社メガチップス', '東急建設株式会社', '株式会社\u3000りそなホールディングス', '株式会社りそな銀行', 'Ｏａｋキャピタル株式会社', 'アネスト岩田株式会社', '日本水産株式会社', '日清食品ホールディングス株式会社', '九州電力株式会社', '関西電力株式会社', '日本コンピュータ・ダイナミクス株式会社', '東京センチュリー株式会社', '株式会社ひろぎんホールディングス', '東京インキ株式会社', '丸大食品株式会社', 'セイコーエプソン株式会社', '王子ホールディングス株式会社', '三菱地所株式会社', 'タカラバイオ株式会社', '大日本印刷株式会社', 'ロンシール工業株式会社', '森永製菓株式会社', '石垣食品株式会社', '株式会社\u3000熊谷組', 'トッパン・フォームズ株式会社', '倉敷紡績株式会社', '日本通運株式会社', 'リバーエレテック株式会社', '株式会社ＵＡＣＪ', '戸田建設株式会社', '株式会社フォーカスシステムズ']",83,"['株式会社スクロール', 'デクセリアルズ株式会社', '日東電工株式会社', '伊藤忠テクノソリューションズ株式会社', '株式会社中国銀行', '日本郵政株式会社', '東京エレクトロン株式会社', '株式会社日本触媒', '不二製油グループ本社株式会社', '株式会社ヤオコー', '三井物産株式会社', 'システムズ・デザイン株式会社', '株式会社ＬＩＸＩＬ', 'コネクシオ株式会社', '美津濃株式会社', 'ＳＣＳＫ株式会社', 'ヤマハ株式会社', '株式会社明電舎', '日本製鉄株式会社', '株式会社商工組合中央金庫', '味の素株式会社', '群栄化学工業株式会社', '住友電気工業株式会社', 'ソフトバンク株式会社', '兼松株式会社', '株式会社メガチップス', 'アネスト岩田株式会社', '高砂香料工業株式会社', '野村不動産ホールディングス株式会社', '株式会社ＪＶＣケンウッド', '株式会社日立物流', 'フォスター電機株式会社', 'Ｏａｋキャピタル株式会社', 'パンチ工業株式会社', '三菱製鋼株式会社', 'コマニー株式会社', '大同特殊鋼株式会社', 'ソニーフィナンシャルグループ株式会社', '株式会社ひろぎんホールディングス', '株式会社Ｊ－オイルミルズ', '東京センチュリー株式会社', '株式会社三越伊勢丹ホールディングス', '大建工業株式会社', '株式会社パイオラックス', '丸大食品株式会社', '阿波製紙株式会社', '東急建設株式会社', 'クリエイト株式会社', '株式会社リミックスポイント', '京セラ株式会社', '大栄不動産株式会社', '株式会社\u3000りそなホールディングス', '株式会社りそな銀行', '日本コンピュータ・ダイナミクス株式会社', '日本水産株式会社', '日清食品ホールディングス株式会社', '三菱地所株式会社', '三井不動産株式会社', '株式会社オリエンタルランド', '王子ホールディングス株式会社', '倉敷紡績株式会社', '株式会社\u3000熊谷組', 'ＢＩＰＲＯＧＹ株式会社', '森永製菓株式会社', '北越コーポレーション株式会社', '大日本印刷株式会社', '九州電力株式会社', 'エフビー介護サービス株式会社', 'タカラバイオ株式会社', '石垣食品株式会社', '株式会社山善', '極東開発工業株式会社', 'セイコーエプソン株式会社', '株式会社ベネフィット・ワン', 'ロンシール工業株式会社', '関西電力株式会社', '株式会社フジミインコーポレーテッド', '株式会社ＵＡＣＪ', 'ダイコク電機株式会社', 'オイレス工業株式会社', '戸田建設株式会社', '株式会社フォーカスシステムズ', '東京インキ株式会社']"
